date,maxTem,minTem,weathers,wind
2017-04-03,18℃,12℃,阴,东北风 1级
2017-04-04,22℃,12℃,阴,东南风 1级
2017-04-05,20℃,14℃,多云,东北风 2级
2017-04-06,23℃,13℃,晴,东北风 3级
2017-04-07,23℃,15℃,阴,北风 1级
2017-04-08,24℃,15℃,多云,东北风 3级
2017-04-09,23℃,14℃,小雨,北风 2级
2017-04-10,19℃,14℃,阴,西风 2级
2017-05-01,30℃,18℃,晴,南风 2级
2017-05-02,26℃,16℃,小雨,南风 2级
2017-05-03,23℃,15℃,阵雨,南风 2级
2017-05-04,27℃,14℃,晴,南风 2级
2017-05-05,20℃,13℃,小雨,南风 2级
2017-05-06,22℃,13℃,晴,南风 2级
2017-05-07,23℃,13℃,小雨,南风 2级
2017-05-08,27℃,16℃,多云,南风 3级
2017-05-09,26℃,17℃,多云,西南风 1级
2017-05-10,27℃,18℃,多云,东北风 2级
2017-06-01,30℃,20℃,小雨,南风 1级
2017-06-02,30℃,22℃,小雨,西南风 2级
2017-06-03,28℃,20℃,阴,东北风 2级
2017-06-04,27℃,18℃,小雨,西风 1级
2017-06-05,30℃,19℃,小雨,西南风 1级
2017-06-06,30℃,19℃,多云,南风 2级
2017-06-07,30℃,20℃,多云,东北风 2级
2017-06-08,27℃,20℃,阴,东风 2级
2017-06-09,28℃,21℃,阴,东风 2级
2017-06-10,28℃,19℃,小雨,东南风 1级
2017-07-01,33℃,23℃,多云,南风 1级
2017-07-02,35℃,23℃,小雨,南风 1级
2017-07-03,31℃,23℃,小雨,西南风 1级
2017-07-04,31℃,22℃,小雨,东北风 2级
2017-07-05,26℃,22℃,大雨,西北风 1级
2017-07-06,30℃,23℃,小雨,西风 1级
2017-07-07,33℃,23℃,多云,西风 1级
2017-07-08,32℃,23℃,阴,西风 1级
2017-07-09,35℃,21℃,阴,西风 1级
2017-07-10,34℃,24℃,晴,南风 1级
2017-08-01,31℃,25℃,小雨,北风 1级
2017-08-02,35℃,24℃,小雨,西南风 1级
2017-08-03,33℃,25℃,小雨,西南风 1级
2017-08-04,33℃,24℃,阵雨,西南风 1级
2017-08-05,34℃,25℃,晴,东风 1级
2017-08-06,33℃,24℃,小雨,东北风 1级
2017-08-07,28℃,21℃,中雨,北风 3级
2017-08-08,32℃,22℃,晴,南风 1级
2017-08-09,34℃,24℃,多云,东风 1级
2017-08-10,33℃,22℃,阴,东风 1级
2017-09-01,26℃,19℃,中雨,西风 1级
2017-09-02,26℃,19℃,阴,西南风 1级
2017-09-03,23℃,19℃,小雨,西南风 1级
2017-09-04,23℃,19℃,阴,东北风 1级
2017-09-05,25℃,19℃,小雨,南风 1级
2017-09-06,29℃,18℃,多云,西南风 1级
2017-09-07,29℃,20℃,多云,东南风 1级
2017-09-08,28℃,21℃,阴,东北风 1级
2017-09-09,27℃,21℃,阴,西北风 1级
2017-09-10,29℃,16℃,多云,东风 1级
2017-10-01,27℃,20℃,阴,西南风 1级
2017-10-02,26℃,18℃,小雨,东北风 1级
2017-10-03,20℃,15℃,阴,西北风 1级
2017-10-04,22℃,13℃,小雨,南风 1级
2017-10-05,22℃,15℃,小雨,东风 1级
2017-10-06,21℃,16℃,阴,西风 1级
2017-10-07,21℃,17℃,阴,东风 1级
2017-10-08,22℃,17℃,阴,东风 1级
2017-10-09,21℃,14℃,阴,西北风 1级
2017-10-10,16℃,13℃,小雨,西南风 1级
2017-11-01,21℃,14℃,多云,东风 1级
2017-11-02,21℃,13℃,多云,西南风 1级
2017-11-03,23℃,15℃,多云,北风 1级
2017-11-04,22℃,15℃,多云,北风 1级
2017-11-05,20℃,11℃,小雨,东南风 1级
2017-11-06,20℃,14℃,多云,北风 2级
2017-11-07,23℃,13℃,晴,西风 1级
2017-11-08,23℃,15℃,多云,北风 1级
2017-11-09,19℃,16℃,阴,北风 2级
2017-11-10,19℃,13℃,多云,西北风 2级
2017-12-01,12℃,8℃,多云,北风 2级
2017-12-02,12℃,7℃,阴,西北风 2级
2017-12-03,16℃,8℃,晴,西北风 2级
2017-12-04,15℃,4℃,多云,西北风 2级
2017-12-05,14℃,8℃,阴,西北风 2级
2017-12-06,14℃,6℃,阴,西北风 2级
2017-12-07,13℃,6℃,阴,北风 3级
2017-12-08,15℃,4℃,晴,西北风 3级
2017-12-09,14℃,2℃,晴,北风 2级
2017-12-10,16℃,3℃,晴,西北风 2级
2018-01-01,11℃,1℃,阴,西北风 2级
2018-01-02,12℃,3℃,阴,北风 2级
2018-01-03,8℃,3℃,阴,北风 2级
2018-01-04,8℃,2℃,阴,北风 2级
2018-01-05,6℃,2℃,阴,北风 2级
2018-01-06,8℃,3℃,多云,北风 2级
2018-01-07,9℃,0℃,多云,北风 3级
2018-01-08,8℃,0℃,多云,西北风 3级
2018-01-09,11℃,-3℃,晴,西风 2级
2018-01-10,12℃,-2℃,晴,西风 2级
2018-02-01,8℃,-2℃,多云,西北风 2级
2018-02-02,11℃,1℃,多云,西北风 2级
2018-02-03,9℃,0℃,多云,西北风 3级
2018-02-04,6℃,1℃,阴,北风 2级
2018-02-05,7℃,-1℃,多云,西北风 2级
2018-02-06,6℃,0℃,多云,西北风 2级
2018-02-07,9℃,2℃,多云,西北风 2级
2018-02-08,9℃,2℃,雨,西北风 2级
2018-02-09,10℃,2℃,雨,北风 2级
2018-02-10,10℃,3℃,阴,北风 2级
2018-03-01,24℃,12℃,晴,西北风 2级
2018-03-02,23℃,12℃,多云,北风 2级
2018-03-03,22℃,11℃,多云,东北风 2级
2018-03-04,17℃,14℃,阴,东北风 2级
2018-03-05,15℃,11℃,雨,北风 2级
2018-03-06,14℃,8℃,雨,北风 2级
2018-03-07,19℃,8℃,阴,北风 2级
2018-03-08,21℃,7℃,多云,西北风 1级
2018-03-09,23℃,7℃,多云,北风 2级
2018-03-10,19℃,9℃,阴,北风 2级
2018-04-01,27℃,14℃,多云,西南风 2级
2018-04-02,30℃,14℃,晴,南风 2级
2018-04-03,31℃,17℃,多云,东风 2级
2018-04-04,31℃,14℃,雨,东北风 2级
2018-04-05,20℃,12℃,阴,东北风 3级
2018-04-06,14℃,8℃,阴,东北风 2级
2018-04-07,21℃,8℃,多云,西南风 2级
2018-04-08,24℃,10℃,多云,西风 2级
2018-04-09,26℃,13℃,多云,北风 2级
2018-04-10,28℃,15℃,阴,北风 2级
2018-05-01,26℃,18℃,阴,西北风 2级
2018-05-02,29℃,21℃,阴,南风 2级
2018-05-03,27℃,17℃,阴,东风 1级
2018-05-04,27℃,17℃,雨,东风 2级
2018-05-05,24℃,17℃,雨,北风 2级
2018-05-06,27℃,15℃,雨,西风 2级
2018-05-07,27℃,15℃,多云,北风 2级
2018-05-08,24℃,19℃,阴,东北风 2级
2018-05-09,17℃,15℃,雨,东北风 3级
2018-05-10,19℃,15℃,雨,东北风 2级
2018-06-01,24℃,18℃,多云转小雨,北风 2级
2018-06-02,25℃,18℃,阴,西南风 1级
2018-06-03,23℃,18℃,小雨,北风 2级
2018-06-04,29℃,17℃,阴,西南风 2级
2018-06-05,32℃,18℃,多云,南风 2级
2018-06-06,33℃,18℃,多云,西南风 2级
2018-06-07,31℃,21℃,雨,东北风 2级
2018-06-08,26℃,17℃,多云,北风 2级
2018-06-09,28℃,17℃,多云,西风 2级
2018-06-10,31℃,17℃,多云,西南风 2级
2018-07-01,31℃,24℃,中雨,东风 1级
2018-07-02,25℃,22℃,中雨到大雨,东北风 3级
2018-07-03,27℃,22℃,多云,北风 2级
2018-07-04,28℃,22℃,阴,北风 2级
2018-07-05,31℃,22℃,小雨,北风 2级
2018-07-06,32℃,24℃,阴,北风 2级
2018-07-07,31℃,24℃,阴转小雨,北风 2级
2018-07-08,25℃,21℃,小雨到中雨,北风 2级
2018-07-09,23℃,20℃,阴转小雨,东北风 2级
2018-07-10,26℃,22℃,小雨到中雨,北风 2级
2018-08-01,28℃,22℃,中雨,东北风 1级
2018-08-02,28℃,22℃,雨,东北风 2级
2018-08-03,30℃,23℃,雨,北风 2级
2018-08-04,33℃,24℃,雨,东风 1级
2018-08-05,32℃,24℃,小雨到中雨,南风 1级
2018-08-06,34℃,24℃,小雨到中雨,南风 1级
2018-08-07,30℃,24℃,阴,东风 1级
2018-08-08,31℃,23℃,中雨到大雨,东北风 2级
2018-08-09,30℃,23℃,中雨,东北风 2级
2018-08-10,31℃,23℃,中雨,东北风 2级
2018-09-01,31℃,25℃,阴,东北风 2级
2018-09-02,34℃,24℃,多云,东北风 3级
2018-09-03,31℃,24℃,晴,北风 2级
2018-09-04,31℃,24℃,多云,东北风 1级
2018-09-05,26℃,21℃,多云,东北风 3级
2018-09-06,28℃,20℃,阴,西南风 2级
2018-09-07,27℃,19℃,多云,西南风 2级
2018-09-08,27℃,18℃,阴,南风 1级
2018-09-09,22℃,18℃,多云,东北风 2级
2018-09-10,21℃,17℃,阴,北风 1级
2018-10-01,22℃,16℃,阴,西风 2级
2018-10-02,19℃,13℃,阴,西北风 2级
2018-10-03,19℃,13℃,多云,西南风 1级
2018-10-04,22℃,13℃,晴,东风 1级
2018-10-05,21℃,15℃,阴,北风 1级
2018-10-06,21℃,15℃,小雨,东北风 2级
2018-10-07,20℃,15℃,多云,东北风 2级
2018-10-08,18℃,14℃,中雨,北风 2级
2018-10-09,24℃,13℃,晴,西风 2级
2018-10-10,24℃,12℃,多云,西南风 1级
2018-11-01,23℃,13℃,晴,东风 1级
2018-11-02,22℃,14℃,晴,东北风 1级
2018-11-03,21℃,14℃,晴,东北风 2级
2018-11-04,19℃,14℃,阴,东北风 2级
2018-11-05,16℃,11℃,小雨,北风 2级
2018-11-06,15℃,9℃,多云,西风 2级
2018-11-07,13℃,7℃,晴,西北风 2级
2018-11-08,16℃,5℃,晴,西风 2级
2018-11-09,15℃,8℃,多云,北风 2级
2018-11-10,18℃,9℃,晴,西北风 2级
2018-12-01,15℃,10℃,多云,东北风 1级
2018-12-02,15℃,10℃,多云,北风 2级
2018-12-03,15℃,7℃,多云,西北风 2级
2018-12-04,13℃,8℃,阴,北风 2级
2018-12-05,12℃,7℃,晴,北风 2级
2018-12-06,11℃,7℃,小雨,北风 3级
2018-12-07,7℃,3℃,多云,东北风 3级
2018-12-08,5℃,1℃,多云,北风 2级
2018-12-09,5℃,2℃,多云,北风 2级
2018-12-10,6℃,2℃,晴,西北风 2级
2019-01-01,5℃,1℃,多云,西北风 2级
2019-01-02,5℃,1℃,多云,西北风 2级
2019-01-03,5℃,0℃,多云,南风 1级
2019-01-04,9℃,2℃,多云,西北风 2级
2019-01-05,9℃,1℃,多云,西北风 2级
2019-01-06,7℃,3℃,多云,北风 2级
2019-01-07,11℃,4℃,晴,西北风 2级
2019-01-08,8℃,4℃,多云,西北风 2级
2019-01-09,7℃,3℃,多云,北风 2级
2019-01-10,8℃,3℃,晴,北风 2级
2019-02-01,9℃,5℃,多云,西北风 2级
2019-02-02,9℃,3℃,晴,西北风 2级
2019-02-03,14℃,4℃,晴,西北风 2级
2019-02-04,13℃,4℃,晴,西北风 2级
2019-02-05,16℃,6℃,晴,西北风 2级
2019-02-06,14℃,5℃,晴,北风 2级
2019-02-07,17℃,10℃,晴,西北风 2级
2019-02-08,12℃,8℃,多云,北风 3级
2019-02-09,8℃,4℃,阴,北风 3级
2019-02-10,8℃,2℃,小雨,北风 3级
2019-03-01,11℃,8℃,多云,北风 2级
2019-03-02,15℃,6℃,晴,西北风 2级
2019-03-03,16℃,6℃,阴,西北风 2级
2019-03-04,16℃,5℃,多云,北风 2级
2019-03-05,17℃,11℃,阴,西北风 2级
2019-03-06,15℃,10℃,小雨,东北风 2级
2019-03-07,11℃,8℃,小雨,东北风 3级
2019-03-08,10℃,7℃,多云,北风 2级
2019-03-09,17℃,6℃,晴,西风 2级
2019-03-10,19℃,9℃,晴,西北风 1级
2019-04-01,17℃,12℃,多云,东南风 2级
2019-04-02,20℃,12℃,多云,东北风 2级
2019-04-03,18℃,12℃,小雨,东北风 2级
2019-04-04,21℃,12℃,晴,西风 2级
2019-04-05,27℃,13℃,晴,西南风 2级
2019-04-06,28℃,14℃,晴,南风 1级
2019-04-07,29℃,16℃,晴,东北风 2级
2019-04-08,29℃,17℃,晴,北风 3级
2019-04-09,29℃,19℃,晴,东风 2级
2019-04-10,22℃,15℃,阴,东北风 3级
2019-05-01,25℃,16℃,阴转雨,北风 2级
2019-05-02,22℃,16℃,多云转雨,东北风 1级
2019-05-03,23℃,16℃,小雨转雨,北风 2级
2019-05-04,24℃,16℃,阴转雨,北风 2级
2019-05-05,22℃,17℃,多云转雨,北风 2级
2019-05-06,20℃,15℃,小雨到中雨,东北风 3级
2019-05-07,15℃,13℃,阴转雨,东北风 3级
2019-05-08,20℃,12℃,小雨到中雨,北风 2级
2019-05-09,25℃,15℃,晴转多云,西风 2级
2019-05-10,26℃,15℃,多云,西风 2级
2019-06-01,30℃,19℃,晴,西南风 2级
2019-06-02,31℃,18℃,晴转多云,南风 2级
2019-06-03,32℃,20℃,晴,南风 1级
2019-06-04,30℃,22℃,小雨转雨,东北风 2级
2019-06-05,32℃,20℃,晴转多云,东北风 2级
2019-06-06,30℃,23℃,晴转多云,西南风 2级
2019-06-07,28℃,21℃,阴,北风 1级
2019-06-08,28℃,21℃,阴,东北风 1级
2019-06-09,28℃,22℃,晴转多云,东南风 1级
2019-06-10,29℃,21℃,多云,东北风 2级
2019-07-01,33℃,23℃,晴转多云,东南风 2级
2019-07-02,31℃,22℃,晴转雨,东风 2级
2019-07-03,25℃,19℃,阴转雨,西风 2级
2019-07-04,26℃,20℃,晴转多云,西南风 2级
2019-07-05,31℃,20℃,晴转多云,南风 2级
2019-07-06,31℃,21℃,阴,南风 1级
2019-07-07,26℃,21℃,小雨转雨,南风 2级
2019-07-08,27℃,19℃,阴,东风 2级
2019-07-09,29℃,20℃,小雨到中雨,东南风 2级
2019-07-10,28℃,21℃,多云转雨,南风 2级
2019-08-01,31℃,22℃,多云转雨,东南风 1级
2019-08-02,30℃,22℃,多云转雨,东北风 2级
2019-08-03,30℃,23℃,多云转雨,东北风 2级
2019-08-04,31℃,23℃,多云转雨,东风 2级
2019-08-05,27℃,22℃,多云转雨,东北风 2级
2019-08-06,25℃,21℃,晴,北风 2级
2019-08-07,32℃,22℃,晴转多云,西南风 1级
2019-08-08,32℃,23℃,多云转雨,东北风 2级
2019-08-09,33℃,23℃,晴转多云,西风 2级
2019-08-10,32℃,23℃,晴,西南风 2级
2019-09-01,26℃,18℃,晴转多云,东南风 1级
2019-09-02,24℃,20℃,多云转雨,东北风 2级
2019-09-03,23℃,19℃,阴转雨,北风 2级
2019-09-04,24℃,19℃,多云,东北风 2级
2019-09-05,27℃,20℃,晴转多云,东风 2级
2019-09-06,27℃,21℃,多云转雨,东北风 2级
2019-09-07,25℃,21℃,多云,东北风 2级
2019-09-08,26℃,21℃,多云,东北风 3级
2019-09-09,27℃,21℃,多云转雨,东北风 2级
2019-09-10,25℃,21℃,多云转阴,东北风 3级
2019-10-01,24℃,19℃,晴转多云,东北风 2级
2019-10-02,24℃,19℃,阴,北风 2级
2019-10-03,23℃,19℃,多云,北风 2级
2019-10-04,25℃,19℃,晴转多云,北风 2级
2019-10-05,26℃,19℃,多云,东南风 2级
2019-10-06,22℃,18℃,晴转多云,东北风 2级
2019-10-07,22℃,17℃,小雨转阴,南风 1级
2019-10-08,21℃,15℃,多云,东风 2级
2019-10-09,20℃,16℃,晴转多云,东北风 2级
2019-10-10,22℃,17℃,晴转多云,南风 2级
2019-11-01,18℃,14℃,阴转雨,东北风 2级
2019-11-02,21℃,13℃,晴,东南风 2级
2019-11-03,21℃,15℃,多云,东南风 1级
2019-11-04,16℃,14℃,多云转雨,东北风 2级
2019-11-05,15℃,13℃,多云转雨,东风 2级
2019-11-06,17℃,12℃,晴,北风 2级
2019-11-07,19℃,13℃,多云,南风 1级
2019-11-08,18℃,13℃,阴,东南风 1级
2019-11-09,16℃,12℃,阴,东北风 1级
2019-11-10,20℃,13℃,晴转多云,南风 2级
2019-12-01,12℃,5℃,阴,西南风 1级
2019-12-02,12℃,5℃,多云,南风 2级
2019-12-03,12℃,6℃,多云,东南风 1级
2019-12-04,12℃,7℃,多云转阴,西南风 1级
2019-12-05,13℃,7℃,多云转晴,南风 2级
2019-12-06,12℃,7℃,多云,南风 1级
2019-12-07,12℃,5℃,阴转多云,东南风 2级
2019-12-08,13℃,6℃,阴转多云,西南风 1级
2019-12-09,15℃,7℃,霾转多云,南风 1级
2019-12-10,15℃,6℃,晴,东南风 1级
2020-01-01,11℃,6℃,多云转阴,东北风 1级
2020-01-02,12℃,6℃,多云,东北风 1级
2020-01-03,13℃,5℃,多云,西南风 1级
2020-01-04,11℃,7℃,阴,东风 1级
2020-01-05,11℃,7℃,阴,东北风 2级
2020-01-06,10℃,6℃,阴转多云,西南风 2级
2020-01-07,12℃,4℃,多云,南风 2级
2020-01-08,11℃,5℃,多云,东北风 1级
2020-01-09,9℃,6℃,阴转雨,东北风 1级
2020-01-10,9℃,3℃,阴转多云,东北风 2级
2020-02-01,10℃,5℃,多云转雨,东北风 1级
2020-02-02,11℃,6℃,阴,北风 2级
2020-02-03,12℃,5℃,多云,南风 2级
2020-02-04,11℃,6℃,阴,南风 1级
2020-02-05,10℃,6℃,多云转雨,北风 2级
2020-02-06,12℃,6℃,阴转多云,西南风 2级
2020-02-07,11℃,7℃,阴,东北风 2级
2020-02-08,12℃,6℃,多云,东北风 2级
2020-02-09,14℃,6℃,多云,南风 2级
2020-02-10,14℃,7℃,多云,南风 1级
2020-03-01,18℃,13℃,多云,东风 2级
2020-03-02,12℃,10℃,多云转雨,东北风 2级
2020-03-03,16℃,9℃,小雨转雨,西风 2级
2020-03-04,17℃,9℃,阴转多云,东南风 2级
2020-03-05,15℃,10℃,多云,东南风 2级
2020-03-06,16℃,9℃,多云,东风 1级
2020-03-07,19℃,12℃,多云,南风 2级
2020-03-08,19℃,12℃,阴,东北风 2级
2020-03-09,18℃,11℃,小雨转阴,西北风 2级
2020-03-10,18℃,8℃,阴,西南风 2级
2020-04-01,19℃,11℃,多云转阴,东北风 2级
2020-04-02,15℃,6℃,多云转雨,东北风 2级
2020-04-03,13℃,10℃,阴转雨,东北风 2级
2020-04-04,14℃,9℃,多云转阴,东风 2级
2020-04-05,16℃,10℃,阴,东风 2级
2020-04-06,17℃,10℃,多云,东南风 2级
2020-04-07,20℃,12℃,阴,东南风 2级
2020-04-08,24℃,12℃,晴,南风 2级
2020-04-09,24℃,13℃,多云,东风 2级
2020-04-10,23℃,13℃,中雨转雨,东北风 2级
2020-05-01,31℃,17℃,晴转多云,南风 2级
2020-05-02,34℃,19℃,晴,南风 2级
2020-05-03,36℃,22℃,多云,南风 2级
2020-05-04,31℃,21℃,多云,东风 2级
2020-05-05,31℃,21℃,多云,西北风 1级
2020-05-06,30℃,21℃,多云,东风 2级
2020-05-07,27℃,21℃,多云转阴,东北风 3级
2020-05-08,27℃,18℃,多云转阴,西南风 2级
2020-05-09,24℃,16℃,晴转多云,西风 2级
2020-05-10,28℃,14℃,多云转雨,南风 2级
2020-06-01,28℃,21℃,阴,东北风 2级
2020-06-02,25℃,20℃,阴,西风 2级
2020-06-03,30℃,19℃,阴,南风 2级
2020-06-04,29℃,19℃,多云,南风 2级
2020-06-05,33℃,19℃,多云,南风 2级
2020-06-06,32℃,21℃,多云,东南风 2级
2020-06-07,28℃,21℃,阴,东北风 2级
2020-06-08,25℃,21℃,阴,东北风 2级
2020-06-09,31℃,20℃,晴,南风 2级
2020-06-10,29℃,19℃,多云,东南风 2级
2020-07-01,28℃,23℃,多云,东北风 2级
2020-07-02,34℃,21℃,多云,南风 2级
2020-07-03,33℃,24℃,阴,东南风 2级
2020-07-04,27℃,23℃,阴,西风 2级
2020-07-05,29℃,23℃,阴,东风 2级
2020-07-06,30℃,23℃,阴,西南风 2级
2020-07-07,32℃,23℃,阴,东南风 2级
2020-07-08,32℃,25℃,阴,东南风 2级
2020-07-09,32℃,25℃,多云,南风 1级
2020-07-10,26℃,23℃,多云,东北风 2级
2020-08-01,29℃,23℃,阴,东北风 1级
2020-08-02,29℃,23℃,多云,东北风 1级
2020-08-03,32℃,23℃,多云,东南风 1级
2020-08-04,33℃,23℃,多云,东北风 2级
2020-08-05,33℃,26℃,阴,东北风 2级
2020-08-06,34℃,26℃,阴,东北风 2级
2020-08-07,28℃,25℃,阴,东北风 2级
2020-08-08,34℃,24℃,晴,南风 1级
2020-08-09,35℃,24℃,多云,东南风 1级
2020-08-10,34℃,25℃,多云,东风 1级
2020-09-01,28℃,21℃,多云,东北风 2级
2020-09-02,32℃,22℃,晴,北风 1级
2020-09-03,30℃,21℃,多云,东北风 1级
2020-09-04,28℃,22℃,晴,东风 1级
2020-09-05,24℃,20℃,阴,北风 2级
2020-09-06,30℃,20℃,晴,西南风 2级
2020-09-07,32℃,21℃,多云,南风 2级
2020-09-08,29℃,22℃,多云,西风 1级
2020-09-09,25℃,21℃,多云,东北风 2级
2020-09-10,28℃,21℃,阴,东北风 1级
2020-10-01,23℃,17℃,小雨,北风 2级
2020-10-02,22℃,17℃,阴,东北风 2级
2020-10-03,22℃,16℃,阴,西南风 1级
2020-10-04,20℃,13℃,阴,东南风 2级
2020-10-05,17℃,12℃,阴,东北风 2级
2020-10-06,17℃,13℃,阴,东北风 2级
2020-10-07,21℃,14℃,阴,南风 1级
2020-10-08,19℃,14℃,多云,东风 2级
2020-10-09,20℃,14℃,阴,东风 1级
2020-10-10,21℃,15℃,多云,东南风 1级
2020-11-01,19℃,12℃,多云,东南风 1级
2020-11-02,21℃,13℃,阴,东南风 2级
2020-11-03,17℃,12℃,阴,东风 2级
2020-11-04,15℃,11℃,阴,东北风 2级
2020-11-05,15℃,13℃,阴,北风 1级
2020-11-06,21℃,13℃,晴,南风 2级
2020-11-07,23℃,12℃,晴,东南风 1级
2020-11-08,23℃,14℃,阴,南风 1级
2020-11-09,23℃,13℃,多云,南风 2级
2020-11-10,21℃,15℃,多云,东南风 1级
2020-12-01,10℃,6℃,阴,东北风 2级
2020-12-02,10℃,5℃,阴,东北风 2级
2020-12-03,8℃,3℃,阴,东北风 3级
2020-12-04,7℃,3℃,阴,东北风 2级
2020-12-05,8℃,4℃,阴,东北风 1级
2020-12-06,9℃,6℃,阴,东北风 2级
2020-12-07,9℃,5℃,多云,东北风 1级
2020-12-08,12℃,5℃,阴,东南风 1级
2020-12-09,9℃,6℃,多云,东北风 2级
2020-12-10,11℃,6℃,阴,东风 2级
2021-01-01,9℃,2℃,阴,东南风 1级
2021-01-02,7℃,3℃,多云,东风 1级
2021-01-03,11℃,3℃,晴,南风 2级
2021-01-04,5℃,4℃,阴,东北风 1级
2021-01-05,10℃,3℃,阴,东北风 2级
2021-01-06,7℃,0℃,阴,东北风 2级
2021-01-07,4℃,0℃,雨夹雪,东北风 3级
2021-01-08,4℃,0℃,晴,南风 2级
2021-01-09,4℃,1℃,阴,南风 1级
2021-01-10,5℃,0℃,阴,东风 2级
2021-02-01,17℃,6℃,阴,南风 1级
2021-02-02,8℃,-1℃,晴,东南风 3级
2021-02-03,15℃,9℃,多云,北风 1级
2021-02-04,12℃,8℃,多云,东北风 2级
2021-02-05,18℃,6℃,晴,南风 2级
2021-02-06,17℃,6℃,多云,东风 2级
2021-02-07,20℃,6℃,晴,南风 2级
2021-02-08,18℃,8℃,多云,东南风 2级
2021-02-09,18℃,9℃,阴,东风 1级
2021-02-10,19℃,9℃,阴,南风 2级
2021-03-01,16℃,8℃,阴,西南风 3级
2021-03-02,16℃,8℃,多云,东风 2级
2021-03-03,17℃,7℃,多云,东南风 1级
2021-03-04,15℃,9℃,阴,东北风 1级
2021-03-05,18℃,11℃,阴,东风 2级
2021-03-06,19℃,9℃,小雨,南风 2级
2021-03-07,15℃,9℃,阴,东北风 2级
2021-03-08,14℃,11℃,阴,东北风 2级
2021-03-09,15℃,10℃,阴,西北风 1级
2021-03-10,16℃,11℃,阴,北风 1级
2021-04-01,18℃,11℃,阴,东北风 2级
2021-04-02,19℃,11℃,多云,西南风 1级
2021-04-03,21℃,10℃,多云,东风 2级
2021-04-04,18℃,10℃,阴,北风 2级
2021-04-05,18℃,12℃,阴,东北风 2级
2021-04-06,17℃,13℃,阴,东北风 2级
2021-04-07,23℃,13℃,阴,南风 2级
2021-04-08,21℃,13℃,阴,东北风 2级
2021-04-09,17℃,12℃,阴,东北风 2级
2021-04-10,15℃,12℃,阴,东北风 2级
2021-05-01,34℃,20℃,阴,西南风 2级
2021-05-02,32℃,18℃,多云,东北风 3级
2021-05-03,28℃,15℃,多云,东北风 2级
2021-05-04,21℃,14℃,小雨转阴,西风 2级
2021-05-05,22℃,15℃,小雨到中雨,南风 2级
2021-05-06,22℃,16℃,小雨转阴,南风 1级
2021-05-07,27℃,17℃,阴,南风 2级
2021-05-08,30℃,18℃,晴,南风 2级
2021-05-09,31℃,21℃,小雨转多云,南风 1级
2021-05-10,26℃,20℃,多云,东北风 3级
2021-06-01,29℃,20℃,小雨转多云,西风 2级
2021-06-02,28℃,19℃,小雨,南风 2级
2021-06-03,24℃,16℃,阴,西风 3级
2021-06-04,32℃,18℃,多云,南风 2级
2021-06-05,33℃,18℃,多云,西南风 2级
2021-06-06,30℃,21℃,阴,西南风 1级
2021-06-07,26℃,20℃,阴,西南风 2级
2021-06-08,24℃,19℃,小雨,西南风 2级
2021-06-09,23℃,19℃,阴,东风 2级
2021-06-10,29℃,19℃,多云,南风 2级
2021-07-01,32℃,23℃,阴,东北风 2级
2021-07-02,27℃,20℃,多云,东风 2级
2021-07-03,34℃,22℃,阴到小雨,南风 2级
2021-07-04,33℃,23℃,阴,东南风 2级
2021-07-05,27℃,24℃,阴,南风 2级
2021-07-06,31℃,24℃,多云,南风 2级
2021-07-07,33℃,24℃,阴,东南风 1级
2021-07-08,31℃,23℃,阴,东风 2级
2021-07-09,29℃,23℃,小雨到中雨,东北风 2级
2021-07-10,28℃,22℃,小雨转阴,北风 2级
2021-08-01,34℃,24℃,晴,东南风 1级
2021-08-02,40℃,25℃,晴,西南风 2级
2021-08-03,37℃,24℃,晴,北风 2级
2021-08-04,33℃,25℃,晴,东南风 2级
2021-08-05,25℃,22℃,阴,北风 2级
2021-08-06,33℃,24℃,阴,东南风 1级
2021-08-07,29℃,24℃,阴,东北风 2级
2021-08-08,29℃,22℃,阴,东北风 2级
2021-08-09,35℃,26℃,小雨到大雨,东风 2级
2021-08-10,35℃,24℃,多云,东北风 2级
2021-09-01,30℃,22℃,多云,北风 1级
2021-09-02,29℃,23℃,阴,北风 1级
2021-09-03,28℃,21℃,阴,北风 3级
2021-09-04,27℃,21℃,阴,东北风 3级
2021-09-05,29℃,20℃,阴,北风 2级
2021-09-06,29℃,20℃,阴,西南风 2级
2021-09-07,28℃,19℃,多云,南风 1级
2021-09-08,27℃,19℃,多云,北风 0级
2021-09-09,29℃,20℃,多云,南风 2级
2021-09-10,30℃,22℃,多云,东风 1级
2021-10-01,27℃,21℃,多云,东北风 2级
2021-10-02,30℃,23℃,多云,北风 1级
2021-10-03,31℃,20℃,多云,北风 1级
2021-10-04,23℃,17℃,小雨,东北风 2级
2021-10-05,20℃,18℃,小雨,北风 2级
2021-10-06,18℃,16℃,多云,北风 0级
2021-10-07,22℃,16℃,多云,北风 0级
2021-10-08,21℃,17℃,小雨,北风 2级
2021-10-09,20℃,15℃,阴,北风 2级
2021-10-10,16℃,13℃,多云,西风 1级
2021-11-01,17℃,12℃,雾~阴,东北风 1级
2021-11-02,15℃,13℃,雾~小雨,东北风 1级
2021-11-03,16℃,12℃,雾~小雨,北风 1级
2021-11-04,18℃,13℃,雾~多云,东北风 1级
2021-11-05,21℃,13℃,多云~小雨,东南风 1级
2021-11-06,17℃,7℃,阴~小雨,东北风 2级
